sepal_length,sepal_width,petal_length,petal_width,target
5.886680497143345,2.107493765057442,4.081527807759257,1.5548947441955434,1
4.848521735211182,3.365904165402005,1.6413096124715876,0.32899053917499416,0
6.458097809653812,1.9087214940914845,5.066414347472062,1.4505850365280417,1
7.193773502575998,2.52697472810794,3.4396637033843107,1.32741312237503,1
5.79528932012599,2.973057115697423,4.760043910785196,1.308910847285666,1
4.922005652576066,3.6241530064618535,1.4179323384011024,0.21053088766156908,0
6.465958701626933,3.1613430515594345,4.7642482342848815,1.2930664824562565,1
4.842603421196355,2.723960595678975,3.9073966923052,1.3006043601916022,1
6.165555878849351,2.9673786894861425,4.984193968921786,1.6777861414629418,2
7.357670449112158,2.6644315866192336,5.552181182753948,2.2855227395499016,2
5.3250436703948445,3.7262704294994555,1.5140683827329031,0.3215326666202495,0
7.452343438028553,3.1096907513128946,4.54824840274234,1.8822972738545158,2
5.248996238627442,3.1926793786182297,1.7405263556656108,0.23940867528953164,0
6.641663136673294,3.333080640746966,5.452100347247616,2.073927907454487,2
6.395437144014333,2.3126472434292493,4.127282680209722,1.4883193320455426,1
6.629294550879264,3.4424542191415224,4.69099762283737,1.5665059541791992,2
7.072508950433644,3.250413614584527,5.44641826951513,2.1348631067082207,2
6.316788369557106,2.5171778783976952,3.931182523400826,1.3631417768592409,1
6.397974419599155,2.407801903686963,4.167917110473494,1.2781869753877164,1
6.851100525908937,2.971222998545557,5.253757664250211,2.365472154973457,2
5.660448397074148,2.679261873886884,3.5196541845057743,1.1862969121565434,1
6.199706290433817,2.8695932316545227,4.538888189900708,1.4338631383630145,1
7.002787144840084,2.537681774953491,3.506663290661344,1.120338318919901,1
5.5764456166610055,2.467330704375603,4.303569914943318,1.5712261948263957,1
5.5432593951016536,3.6172440751778927,1.830124490200205,0.20882087808622118,0
4.43633739845646,3.823209893795841,1.1459114530778751,0.1672332444638786,0
6.9154047633634095,2.941314161306689,5.447673363870124,1.704955371682999,2
5.930480158689985,3.0817822232911722,4.269288837832949,1.1634706933189691,1
5.298528598590757,2.5185039025859983,4.44250900618478,1.3932653537366257,1
4.726665458872652,2.598402401066278,1.5342080001732108,0.1523454090750499,0
7.021757031311682,2.732607926108617,5.012262686893394,2.067645861387666,2
7.140745087816187,3.0026820405889487,4.323367601610249,1.396250630388247,1
4.394953395585226,3.0068366352735327,1.030324661524425,0.42647153463730125,0
5.538976753436745,3.5754069511699313,1.4852287973860787,0.08412818393495353,0
5.823941368217968,3.3267966633490498,4.321133162976377,1.215461891126557,1
5.037655137050951,3.198784370684875,4.227397847377402,0.9820927065612578,1
4.683480274704504,2.9485980075404816,1.4393508394262642,0.2676309305282048,0
4.830403921422938,3.7195902944008226,1.4755475697070124,0.35682723835265173,0
