sepal_length,sepal_width,petal_length,petal_width,target
4.7470143047440185,3.7748694821759226,1.4679504244473744,0.21649693448893953,0
6.52115967650479,3.0452329055906886,5.888995126978487,1.7541885585444752,2
5.403766045834211,3.11316251296279,4.068185779846067,1.0486316733395145,1
6.162780911971417,2.913943277697423,3.5479294258151173,1.3709245259933338,1
6.311870724305158,2.886301088854948,4.553990287143732,1.0510930276890902,1
6.796386030656189,2.8773870125852192,5.288228622938313,2.2626950891243163,2
5.522188384004451,4.101345581655567,1.6880399093193774,0.23455182668340419,0
6.810033350323644,3.218812330135673,5.618205315039282,2.061553433665912,2
5.29344617371117,3.40575391554932,1.3366220215605331,0.2027595126490236,0
5.227201116577674,3.4291232462328116,1.5204884179562972,0.31590696232133497,0
5.744462247692773,3.004924326117728,4.4362330837766475,1.0842666117525106,1
7.495914541168459,2.8141345447129367,4.647742177111497,1.7418633965448647,2
5.945263628163437,2.9906566128651617,5.402382358356711,1.934418862921633,2
6.97809537310728,3.082507038836343,5.72467208237524,2.1374281295571165,2
6.975849799720312,2.3010245471199067,5.352889935479033,1.4332233755773043,2
6.610699315771016,2.9725208986750005,6.123224336080558,2.3489055391643534,2
6.039614676631589,2.6145655876256155,4.485691192627005,1.2226521163901753,1
5.0055140384743755,3.7980521696922294,1.3661087392304756,0.3300535607274269,0
7.0144164943509075,2.6691775721003306,6.084084986965751,2.2159329825548646,2
5.988082432979436,2.5331884171443124,3.8603075555105613,1.2207443966813405,1
6.213256745051377,2.4731403059607175,4.463525506530849,1.0829075234522956,1
5.831724347894215,2.8040614709462366,5.397445529529257,1.0563695728330758,1
5.51965504835288,3.4842290521647232,1.5326880944944097,0.2583468130348998,0
6.86795049836515,2.924935203043088,6.346417226094654,1.901890205064594,2
7.300728847866973,2.768282327814358,5.519081531782339,1.7345444409216002,2
6.168509552086672,3.2189204178119364,4.224014823056966,1.2874566386203337,1
5.366449272769342,2.698771500269203,3.519051010498887,1.147290289902873,1
6.730759249123228,3.3951020645060153,7.0868063831304635,1.8665135668674886,2
6.669414504801386,2.845720365287278,4.189641389440503,1.4106869244108717,1
5.967638293221755,2.8042938240289383,4.070048257940664,1.052298831145325,1
5.147233198669303,2.9729269244874734,4.1312824014196785,1.209306557941483,1
5.008968012820803,3.72630196889652,1.4930079139391503,0.1775561431424742,0
5.433911232516244,4.020596593061196,1.547023480574721,0.3475788195102033,0
6.570620899209826,3.121059127308367,4.545671650282451,1.443135508661531,1
6.915120449087035,2.623669039700854,5.934838607381975,1.6573681684898902,2
4.728726913962118,3.9171687623513125,1.6064494617804363,0.4011749250613452,0
6.416984050444838,2.606138354098985,5.420637648423426,2.05374125711501,2
6.637722502893678,3.3359335962006136,5.3546206711699575,2.1217145411236453,2
4.661021534564952,3.5969836211524924,1.4625344175505062,0.16777466561234866,0
5.815495118790109,2.712786818906581,4.134327039497329,1.6727669113443564,1
4.971647564075282,3.3364768675503425,1.1014091984580063,0.15271055641591114,0
6.422398256929824,2.755037840728577,6.30689300685956,1.9811551204484261,2
7.399061071549797,2.9936995366177466,5.572339349302161,2.0018571619345,2
5.937939821430495,3.3039341994404694,3.180944614452123,0.9341670662029589,1
4.816462174871505,3.4334516542384317,1.5806417764717937,0.29535548938737827,0
6.346121546970738,3.2993351852587556,6.114845068859819,2.0760434254922444,2
6.427902006385101,2.8546957491751836,3.9988047585068895,1.4626082289340983,1
6.657629708676645,2.9744277532896577,6.356745053442496,1.3596331526440055,2
5.695583861096658,2.5950213755887765,5.353533317301538,1.956774665302864,2
5.6391555655557655,2.6594829944225404,5.081680978634526,2.694148258648123,2
7.722176162895089,2.8425467816826573,5.353357042127404,1.7135432889142892,2
4.340163640781203,3.384140174709511,1.290450698619333,0.23714784857333096,0
5.118321429477541,2.5332968319840004,4.329139561123463,1.3976910824961215,1
6.149321226554338,2.359797371196225,4.657589659944959,1.1693464248272059,1
6.259379867202239,2.766695153713409,3.6197208676643085,1.264099504050714,1
5.133492577090208,3.6580180665589186,1.43776156011527,0.4058049938660139,0
6.450821244715927,2.6902718125606357,4.608947766049072,1.7045694015558914,1
5.690105195243686,2.96718742017262,1.3027117382196005,0.40091624741767984,0
5.921824056766611,2.5517716230763283,5.286368870085148,2.1402553070421364,2
6.523542432176548,2.76630406176799,5.183645454557303,1.832322901003296,2
6.034358643584359,3.702423579620712,5.714544541390432,2.267100638653088,2
6.280131269495527,2.914632329679633,5.162151298918139,1.3050278600539316,2
5.231860181780253,2.2075412811464603,3.213427282466047,1.0919903526355816,1
7.4220446035161105,2.95981351423088,6.25709676848554,2.137741922762332,2
6.335874542605249,2.490141311143713,4.503735766680297,1.4686568625925112,1
4.804780664595522,3.6379700869095406,1.5593381985152057,0.18866714746650878,0
5.881229980061736,2.595960655089526,5.599262118963583,2.1149106097302734,2
5.531032483765565,2.7782585898333516,4.525407059210321,1.447020207530318,1
5.547523892688146,3.907192906176149,1.2898593933246454,0.4216425065908559,0
5.664679838605982,3.0945839833400908,4.291626571708609,1.245315508740116,1
5.450075287384735,2.919227106467336,4.7000342838179865,2.288998683094236,2
5.535280228185416,3.1289555012133765,1.5139143828808868,0.17032250605081975,0
5.614854757317238,3.010592513327923,4.242072457886056,1.6665624867371047,1
4.837726429340916,3.8030055359731487,1.478747176153006,0.329020663586757,0
6.3065193159132615,2.9581780743034067,5.488897432784794,1.7986846956470157,2
6.274312650894087,2.9719962715823502,4.536114600940872,1.6268843355157645,1
5.511744502062996,3.2873002877929993,1.5261346268589528,0.1809419782886239,0
5.014149767197428,3.2029412722146167,1.7405201957672367,0.2839433226565955,0
5.824590742305281,3.1407910341085183,3.250255467919227,0.9317088723017801,1
7.088971425674672,2.993304877603424,5.688830803830578,1.6653665832577929,2
6.57337464199297,3.6136311654969853,6.002299710461302,2.0721414588487144,2
5.711650755300328,2.647428117134388,3.269522407039264,1.3764370196258262,1
5.301028783583508,2.836741630745873,1.348290143526369,0.12524586923794812,0
5.980322349300128,2.9910742972901305,4.413191312962873,2.193013795075391,2
6.32120740086842,2.6919963642650706,3.106003837280771,1.1309359428325099,1
