sepal_length,sepal_width,petal_length,petal_width,target
6.995869940077995,3.347926931176608,6.9969625306152405,2.5361282561664455,2
6.419784905327645,2.6747750313513903,5.341990810702844,1.4452892073351913,1
6.503343148561952,2.2699521097071,5.567923730398535,1.5953601574151481,1
7.1957003978509455,2.724807007562053,6.721394804434322,2.4509816350899754,2
6.157707281827097,2.4445806506936303,5.467151651566509,1.1575658767584174,1
5.5947438179126,2.284546531830206,5.5743334044834425,1.6851980014283365,1
6.875071166499844,3.4443236459126516,6.455263128694782,2.630088069590938,2
6.629560320266489,2.9464691541639696,7.519046695389808,3.11044982546948,2
5.715527712432036,3.0289903984280384,5.290139281340485,1.6689843337925527,1
6.062303707902269,2.6665311567659398,3.110771498992865,1.9517546416198264,1
4.763575156498574,3.3373545749647224,1.7089530675108369,0.19707432620758872,0
5.089831073796572,3.411371555645749,1.6065769777725531,0.31389137223515945,0
6.567197480825288,3.270217459057096,5.783621655477263,2.168427542927,2
5.259090416253984,3.187933530287248,1.568026033190027,0.2213004777236248,0
6.524435040782594,2.9429751014816206,6.524747585635811,2.0956124967807677,2
5.275791478429324,3.9256700402077276,1.360274163314161,0.1007096199369444,0
6.448443232264556,3.2576485857413613,3.9234374486803123,1.782760873895022,1
7.6190268499982885,2.6986702411929095,7.6980577916178525,2.373126229565607,2
6.786060487261727,2.74438089221859,7.31869176903903,2.703454706596794,2
6.817297791407807,3.2175167433981633,5.1068922096056495,2.3214147046238662,1
7.43830868312103,3.146562654146359,6.008648177120223,1.9319998625856185,2
5.197614802091958,2.4799619597324423,5.880845822910599,1.7056260500445841,1
6.201888523600485,2.9306230867977927,6.493416960712091,2.692230628322239,2
4.699346168283719,3.5592214180418416,1.8163083865130838,0.18892877666255378,0
5.560129919830636,3.3170855509616284,1.5495933635373123,0.40197348857486087,0
5.963846333429065,2.896876005434901,4.450681217255691,1.782051362291223,1
7.955519066602037,2.570833533090751,6.894625473949284,2.1749788745672984,2
8.281076571918573,3.3697593424172263,6.847354496703407,2.030586600710114,2
5.43214174816322,3.001826064217665,4.3514217563703985,1.2784971335564959,1
5.940512629598681,2.811445153446665,5.324143321401869,1.4879475088289849,1
6.406179579059394,2.502282006857954,5.461809021003428,1.6415008441004721,1
6.966101800891309,3.351359241560462,6.363876169258349,2.2155118069164383,2
4.4168400852835195,2.6703602159668502,1.7180961260169336,0.28173902850606647,0
4.627014565857998,3.101115847768347,2.068692038450621,0.4048478649061277,0
5.2913398729917684,2.6325870146648476,5.338641161429201,1.4440352538907224,1
4.723808205982783,3.3010717203847255,1.9794058518463657,0.44310162919262636,0
4.7493680485548415,3.600823907701534,1.7530772406185202,0.16897729173770584,0
5.784199865362227,2.3772726137346067,5.761247394590606,1.9559039355268544,1
4.862731760086326,3.1844300150210185,1.97196526064765,0.44745174487987227,0
4.617129498610203,3.3724455599686993,1.7422408748789266,0.19870521336523064,0
6.133230225135045,2.5525658374169136,4.810412534403097,1.5673927484731647,1
5.650652147452151,2.31746622230152,7.264435386899501,2.1896565475261216,2
7.026880034410013,3.382540589242893,4.829270586071352,2.1406861159855803,1
7.178192554210433,2.7679800942561643,4.969700814941548,2.6557227390827833,2
5.016920601257126,3.5898704107950294,1.7071905699011543,0.15199861429121306,0
4.856990331920266,3.6931688781276204,1.6812915457758473,0.2500786782463854,0
4.475814452961648,3.462223398508475,1.5250058802931061,0.41019185001898,0
6.125891792305794,2.879594877137044,8.08114538598655,2.3311747579405724,2
4.852262745195861,3.647757332504765,1.3860963797082453,0.45179093663258735,0
5.352832383797928,3.6248029193853215,1.0576970114663762,0.26272381027988134,0
4.561837165100566,3.8498262193730066,1.971545775779958,0.34377561501453696,0
5.830655118944992,3.451061471491663,6.490457020950856,3.0202341216005615,2
6.071608376632988,2.9274371192434874,4.855046234736555,1.9217194697424993,1
6.246899593989115,3.2182263558801782,5.211108070628966,1.5801497629064187,1
5.213668877441163,3.9693199332353273,1.9641546285727818,0.3125044724326431,0
5.418901970577436,3.2327201059174113,5.719160030207325,2.442621244753609,2
4.9656037376768305,2.8959758829928974,1.8312482451141678,0.5649026851891249,0
4.896917241657149,3.7153998512422763,2.240384237612426,0.4031920093049707,0
6.182078436558406,3.0496682496707885,6.977607877387681,2.899006798824639,2
7.352230948071159,2.089699742669347,6.101057355296892,2.4083525478614853,2
5.417205199654777,1.6205869397141894,4.7069410676383105,1.590351802593404,1
6.257339237661877,2.655720498606942,6.689584931543092,2.5431385624630196,2
5.69655466955875,3.1961246619813704,5.144217673712376,1.3864655787361808,1
5.361380134194734,2.703842103795895,5.733540091390696,1.3977005322996114,1
6.240484504271328,2.799373583214096,6.224673990816366,1.6828771708163544,1
5.579218006173219,2.9987491377015156,5.54184611168633,1.4979348881953858,1
5.855277878935938,3.1451321206337473,6.704041658190906,1.9363988106337133,2
6.066055996700046,2.572121665206895,4.265951897139436,1.5084814629386842,1
5.453670627351946,3.8813306111339774,1.9497171385022825,0.3289057213259951,0
6.240442460232152,2.8006433958366994,4.495132161834286,1.3784811251572104,1
5.6257406470828135,3.205324477546639,5.713036502506018,1.3375171081916302,1
5.963281971852692,2.6449323089296555,5.025418883451266,1.4652737866374619,1
6.654285036527449,2.7641267884698855,5.232664296696627,1.6438823337901325,1
5.410826536854565,2.803721608248767,5.705012616032865,1.937161913298678,1
5.865463469488867,2.489178379321144,6.703136514888363,2.7930919907058236,2
6.814361897840093,3.1911881847756254,5.7705970063206005,2.2445790047151295,2
5.205572160438795,2.9285099231701,5.243499970182723,2.866004362009613,2
6.730487906701099,2.8136901260518346,4.267642726228964,1.6794617398217444,1
5.654738705410813,3.6065219252459277,1.998864925615662,0.2344613332365263,0
4.701993878435324,3.401408706495867,1.3569162491151046,0.578645080127132,0
6.675908123615264,3.2507219320981244,6.3598269557216645,1.9277408823219286,2
7.485534297673737,2.6151249334214857,6.891104780434352,2.5757642269420944,2
5.031805084631402,3.1335811717792232,1.7235305249793562,0.17626152863731084,0
5.288360118071711,3.6424756023725835,1.7499846287736733,0.2240471170308459,0
7.914532766006469,2.558309062542374,5.649724701076503,2.4044441038571924,2
4.915955162792202,3.8398728433506633,1.887695312312326,0.29889635822154753,0
5.180591361986112,3.6089349054712505,2.1883685947272267,0.3269189918041823,0
6.159269653823685,3.0373725447838638,4.94554808219112,2.4205481643549454,2
5.387392940549111,3.6539723487610574,1.8159927992172358,0.37647934905759756,0
5.390978047639852,3.962825364016611,1.846711182478705,0.25562547433190774,0
5.131664092792304,3.28628713273166,7.000175757910056,2.4810078476948436,2
